Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,12127,-153.04779,85,,,,,,
,,,,,12230,-310.94962,103,,,,,,
,,,,,12306,-113.39089,76,,,,,,
,,,,,12406,-360.6316,100,,,,,,
,,,,,12480,-203.2172,74,,,,,,
,,,,,12567,-105.902374,87,,,,,,
,,,,,12634,-120.08277,67,,,,,,
,,,,,12752,-108.83186,118,,,,,,
,,,,,12847,-525.5165,95,,,,,,
,,,,,12937,-248.26102,90,,,,,,
,,,,,13048,-449.88138,111,,,,,,
,,,,,13120,-110.09749,72,,,,,,
,,,,,13241,-127.70442,121,,,,,,
,,,,,13330,-37.21054,89,,,,,,
,,,,,13414,-121.79828,84,,,,,,
,,,,,13495,-130.84766,81,,,,,,
,,,,,13601,-374.79758,106,,,,,,
,,,,,13703,-129.00352,102,,,,,,
,,,,,13777,-383.13663,74,,,,,,
,,,,,13888,-98.08521,111,,,,,,
,,,,,14027,-201.34369,139,,,,,,
,,,,,14128,-360.61374,101,,,,,,
,,,,,14256,-301.01575,128,,,,,,
,,,,,14375,-133.2868,119,,,,,,
,,,,,14437,-119.88438,62,,,,,,
,,,,,14547,-303.8426,110,,,,,,
,,,,,14713,-83.210884,166,,,,,,
,,,,,14848,-416.68326,135,,,,,,
,,,,,14953,-306.31018,105,,,,,,
,,,,,15085,-414.302,132,,,,,,
,,,,,15238,-300.19507,153,,,,,,
,,,,,15312,-103.38352,74,,,,,,
,,,,,15387,-133.22885,75,,,,,,
,,,,,15479,-112.803024,92,,,,,,
,,,,,15587,-535.6998,108,,,,,,
,,,,,15675,-206.0073,88,,,,,,
,,,,,15749,-302.88168,74,,,,,,
,,,,,15840,-139.55002,91,,,,,,
,,,,,15942,-56.196953,102,,,,,,
,,,,,16047,-467.0142,105,,,,,,
,,,,,16135,-200.97505,88,,,,,,
,,,,,16227,-412.2059,92,,,,,,
,,,,,16302,-286.33994,75,,,,,,
,,,,,16431,-246.01445,129,,,,,,
,,,,,16555,-332.5415,124,,,,,,
,,,,,16629,-150.6821,74,,,,,,
,,,,,16730,-385.529,101,,,,,,
,,,,,16804,-56.33934,74,,,,,,
,,,,,16875,-135.39627,71,,,,,,
,,,,,16959,-70.023384,84,,,,,,
,,,,,17099,-535.76514,140,,,,,,
,,,,,17188,-331.3212,89,,,,,,
,,,,,17315,-307.31177,127,,,,,,
,,,,,17468,-98.27646,153,,,,,,
,,,,,17561,20.312317,93,,,,,,
,,,,,17661,-331.224,100,,,,,,
,,,,,17724,-98.1194,63,,,,,,
,,,,,17831,-85.34822,107,,,,,,
,,,,,17924,-112.401245,93,,,,,,
,,,,,18018,-436.75235,94,,,,,,
,,,,,18124,-438.14554,106,,,,,,
,,,,,18196,-156.77612,72,,,,,,
,,,,,18320,-129.60486,124,,,,,,
,,,,,18387,-74.59717,67,,,,,,
,,,,,18456,-126.8033,69,,,,,,
,,,,,18547,-112.981865,91,,,,,,
,,,,,18635,-195.77951,88,,,,,,
,,,,,18727,-75.40819,92,,,,,,
,,,,,18850,-410.17477,123,,,,,,
,,,,,18940,-93.17031,90,,,,,,
,,,,,19025,-109.19972,85,,,,,,
,,,,,19162,-19.327812,137,,,,,,
,,,,,19253,-338.93433,91,,,,,,
,,,,,19362,-240.66855,109,,,,,,
,,,,,19482,-186.95502,120,,,,,,
,,,,,19559,-171.93132,77,,,,,,
,,,,,19642,-56.9191,83,,,,,,
,,,,,19755,-468.12347,113,,,,,,
,,,,,19866,-105.52238,111,,,,,,
,,,,,19975,-237.16219,109,,,,,,
-682.15466,168.45345,-400.82483,-939.13684,81.2,20000,,,319.231201171875,-0.035853028297424316,-4.238509654998779,26.674224853515625,0.88,0.001
,,,,,20054,-364.12878,79,,,,,,
,,,,,20171,-311.65698,117,,,,,,
,,,,,20266,-417.06335,95,,,,,,
,,,,,20364,-246.93732,98,,,,,,
,,,,,20438,-84.86712,74,,,,,,
,,,,,20532,-90.007774,94,,,,,,
,,,,,20668,-131.40753,136,,,,,,
,,,,,20759,-105.84734,91,,,,,,
,,,,,20902,-303.28424,143,,,,,,
,,,,,20982,-231.62675,80,,,,,,
,,,,,21000,,,5.103118896484375,-87.56141662597656,-88.2352066040039,16.924835205078125,0.874,0.001
,,,,,21135,-136.79968,153,,,,,,
,,,,,21241,-251.54767,106,,,,,,
,,,,,21320,-245.53787,79,,,,,,
,,,,,21463,-129.54274,143,,,,,,
,,,,,21567,-494.62268,104,,,,,,
,,,,,21683,-162.30338,116,,,,,,
,,,,,21815,-130.46515,132,,,,,,
,,,,,21904,-282.9687,89,,,,,,
,,,,,21989,-464.77386,85,,,,,,
,,,,,22000,,,7.983613967895508,-99.79158020019531,-99.58189392089844,17.877172470092773,0.868,0.001
,,,,,22075,-130.80028,86,,,,,,
,,,,,22208,-477.9774,133,,,,,,
,,,,,22307,-365.37158,99,,,,,,
,,,,,22426,-389.83865,119,,,,,,
,,,,,22528,-102.423164,102,,,,,,
,,,,,22615,-314.86478,87,,,,,,
,,,,,22750,-310.96454,135,,,,,,
,,,,,22882,-98.14048,132,,,,,,
,,,,,23000,,,6.249541759490967,-94.19778442382812,-94.07005310058594,7.789674758911133,0.862,0.001
,,,,,23008,-175.17575,126,,,,,,
,,,,,23091,-418.70892,83,,,,,,
,,,,,23184,-232.01874,93,,,,,,
,,,,,23252,-221.90622,68,,,,,,
,,,,,23367,-125.218376,115,,,,,,
,,,,,23437,-118.42997,70,,,,,,
,,,,,23522,-198.89038,85,,,,,,
,,,,,23614,-497.8254,92,,,,,,
,,,,,23683,-64.13473,69,,,,,,
,,,,,23770,-22.272217,87,,,,,,
,,,,,23848,-89.73995,78,,,,,,
,,,,,23979,-55.16227,131,,,,,,
,,,,,24000,,,9.265778541564941,-96.88345336914062,-96.66863250732422,11.790739059448242,0.856,0.001
,,,,,24059,-124.63229,80,,,,,,
,,,,,24161,-279.75726,102,,,,,,
,,,,,24302,-240.8529,141,,,,,,
,,,,,24439,-464.94357,137,,,,,,
,,,,,24553,-311.75946,114,,,,,,
,,,,,24634,-104.797356,81,,,,,,
,,,,,24754,-119.608765,120,,,,,,
,,,,,24840,-10.892815,86,,,,,,
,,,,,24958,-267.70697,118,,,,,,
,,,,,25000,,,9.923783302307129,-94.31202697753906,-94.82608032226562,13.193947792053223,0.85,0.001
,,,,,25060,-307.94608,102,,,,,,
,,,,,25161,-94.75492,101,,,,,,
,,,,,25301,-209.7891,140,,,,,,
,,,,,25452,-248.19046,151,,,,,,
,,,,,25528,-179.7709,76,,,,,,
,,,,,25605,-59.420082,77,,,,,,
,,,,,25725,-385.47287,120,,,,,,
,,,,,25825,-360.066,100,,,,,,
,,,,,25891,-59.933037,66,,,,,,
,,,,,25982,-50.771835,91,,,,,,
,,,,,26000,,,8.267574310302734,-87.9523696899414,-87.80464172363281,18.845163345336914,0.844,0.001
,,,,,26062,-6.7482376,80,,,,,,
,,,,,26160,-107.67386,98,,,,,,
,,,,,26255,-207.78622,95,,,,,,
,,,,,26405,-192.04428,150,,,,,,
,,,,,26504,-157.10593,99,,,,,,
,,,,,26571,-69.25922,67,,,,,,
,,,,,26694,-95.52651,123,,,,,,
,,,,,26831,-214.07187,137,,,,,,
,,,,,26937,-157.65958,106,,,,,,
,,,,,27000,,,28.57073402404785,-93.96630859375,-93.93196868896484,36.72137451171875,0.838,0.001
,,,,,27055,-97.77868,118,,,,,,
,,,,,27194,-296.89905,139,,,,,,
,,,,,27269,-191.91019,75,,,,,,
,,,,,27348,-83.14719,79,,,,,,
,,,,,27477,-66.38771,129,,,,,,
,,,,,27608,-137.27614,131,,,,,,
,,,,,27745,-131.00789,137,,,,,,
,,,,,27837,-69.80615,92,,,,,,
,,,,,27923,-382.14035,86,,,,,,
,,,,,28000,,,23.284339904785156,-83.6507797241211,-83.23165893554688,35.383914947509766,0.832,0.001
,,,,,28047,-242.78311,124,,,,,,
,,,,,28144,-62.13541,97,,,,,,
,,,,,28238,-312.98636,94,,,,,,
,,,,,28408,-154.42935,170,,,,,,
,,,,,28482,-350.33997,74,,,,,,
,,,,,28588,-59.047768,106,,,,,,
,,,,,28799,-115.44088,211,,,,,,
,,,,,28887,-154.9325,88,,,,,,
,,,,,28952,-83.04622,65,,,,,,
,,,,,29000,,,23.473060607910156,-83.58995056152344,-84.1086654663086,50.087738037109375,0.8260000000000001,0.001
,,,,,29021,-127.35756,69,,,,,,
,,,,,29150,-15.470245,129,,,,,,
,,,,,29264,-68.0729,114,,,,,,
,,,,,29355,-8.631233,91,,,,,,
,,,,,29467,-18.69535,112,,,,,,
,,,,,29536,-114.25883,69,,,,,,
,,,,,29630,-443.80222,94,,,,,,
,,,,,29721,-22.738022,91,,,,,,
,,,,,29856,-143.85034,135,,,,,,
,,,,,29960,-220.01878,104,,,,,,
-1333.032,256.775,-870.3934,-1630.2542,314.4,30000,,,12.017751693725586,-84.96243286132812,-84.62055206298828,73.60686492919922,0.82,0.001
,,,,,30038,-82.62622,78,,,,,,
,,,,,30139,-155.933,101,,,,,,
,,,,,30241,-21.117996,102,,,,,,
,,,,,30363,-166.61302,122,,,,,,
,,,,,30461,-112.087296,98,,,,,,
,,,,,30597,-85.086555,136,,,,,,
,,,,,30763,-117.37242,166,,,,,,
,,,,,30860,-109.25005,97,,,,,,
,,,,,31000,-13.670189,140,,,,,,
,,,,,31000,,,28.637670516967773,-88.37195587158203,-89.00257110595703,35.17119216918945,0.8140000000000001,0.001
,,,,,31135,-133.05302,135,,,,,,
,,,,,31210,-180.74731,75,,,,,,
,,,,,31300,-315.50458,90,,,,,,
,,,,,31420,-90.71389,120,,,,,,
,,,,,31514,-79.113945,94,,,,,,
,,,,,31649,-206.07451,135,,,,,,
,,,,,31784,-122.62076,135,,,,,,
,,,,,31875,-88.83391,91,,,,,,
,,,,,31957,-87.81606,82,,,,,,
,,,,,32000,,,27.06714630126953,-83.57975769042969,-82.2828598022461,58.78168487548828,0.808,0.001
,,,,,32043,-92.07552,86,,,,,,
,,,,,32197,-132.27399,154,,,,,,
,,,,,32298,-128.18394,101,,,,,,
,,,,,32456,-77.03741,158,,,,,,
,,,,,32540,-64.888794,84,,,,,,
,,,,,32639,-111.962524,99,,,,,,
,,,,,32753,-310.1596,114,,,,,,
,,,,,32828,-86.28093,75,,,,,,
,,,,,32956,-208.84247,128,,,,,,
,,,,,33000,,,17.186445236206055,-82.05776977539062,-81.06974792480469,77.46382904052734,0.802,0.001
,,,,,33101,-68.022125,145,,,,,,
,,,,,33194,-55.99081,93,,,,,,
,,,,,33279,-116.5706,85,,,,,,
,,,,,33373,-92.35976,94,,,,,,
,,,,,33477,-120.413155,104,,,,,,
,,,,,33598,-77.34013,121,,,,,,
,,,,,33662,-102.19992,64,,,,,,
,,,,,33760,-53.85368,98,,,,,,
,,,,,33890,-103.95601,130,,,,,,
,,,,,33989,-351.73712,99,,,,,,
,,,,,34000,,,15.505844116210938,-87.05547332763672,-86.53316497802734,52.783592224121094,0.796,0.001
,,,,,34109,-144.50998,120,,,,,,
,,,,,34208,-94.422844,99,,,,,,
,,,,,34336,-86.41885,128,,,,,,
,,,,,34498,-24.595184,162,,,,,,
,,,,,34656,-256.08795,158,,,,,,
,,,,,34752,-105.10396,96,,,,,,
,,,,,34826,-109.353355,74,,,,,,
,,,,,34908,-78.7,82,,,,,,
,,,,,34998,-60.774593,90,,,,,,
,,,,,35000,,,22.431432723999023,-86.19217681884766,-86.53448486328125,50.63298034667969,0.79,0.001
,,,,,35101,-59.30616,103,,,,,,
,,,,,35200,-101.74581,99,,,,,,
,,,,,35312,-146.26869,112,,,,,,
,,,,,35398,-150.2149,86,,,,,,
,,,,,35528,-219.19237,130,,,,,,
,,,,,35679,-82.04221,151,,,,,,
,,,,,35832,-55.774628,153,,,,,,
,,,,,35976,-57.342712,144,,,,,,
,,,,,36000,,,39.04430389404297,-92.6452407836914,-93.12910461425781,127.84652709960938,0.784,0.001
,,,,,36044,-82.9413,68,,,,,,
,,,,,36185,-92.38694,141,,,,,,
,,,,,36319,-2.710785,134,,,,,,
,,,,,36428,-65.666016,109,,,,,,
,,,,,36539,-122.14888,111,,,,,,
,,,,,36625,-49.033527,86,,,,,,
,,,,,36735,-43.815697,110,,,,,,
,,,,,36888,-100.34083,153,,,,,,
,,,,,37000,,,28.939828872680664,-83.55387878417969,-83.1876449584961,50.386783599853516,0.778,0.001
,,,,,37003,-82.05849,115,,,,,,
,,,,,37109,-67.50958,106,,,,,,
,,,,,37190,-78.388016,81,,,,,,
,,,,,37275,-49.135838,85,,,,,,
,,,,,37396,-89.348495,121,,,,,,
,,,,,37478,34.729645,82,,,,,,
,,,,,37588,-94.75263,110,,,,,,
,,,,,37685,-134.35063,97,,,,,,
,,,,,37783,-128.2477,98,,,,,,
,,,,,37894,-96.25427,111,,,,,,
,,,,,38000,,,53.01155090332031,-81.97019958496094,-82.19561767578125,91.4105453491211,0.772,0.001
,,,,,38035,-107.86481,141,,,,,,
,,,,,38102,-71.47795,67,,,,,,
,,,,,38195,-118.79082,93,,,,,,
,,,,,38335,-72.4285,140,,,,,,
,,,,,38410,-24.612534,75,,,,,,
,,,,,38560,-75.92652,150,,,,,,
,,,,,38629,-114.43687,69,,,,,,
,,,,,38761,-66.94966,132,,,,,,
,,,,,38891,-117.68231,130,,,,,,
,,,,,39000,,,88.26177978515625,-81.19235229492188,-83.34049224853516,155.7459259033203,0.766,0.001
,,,,,39042,-87.22118,151,,,,,,
,,,,,39127,-126.08598,85,,,,,,
,,,,,39243,-19.307762,116,,,,,,
,,,,,39319,-66.11522,76,,,,,,
,,,,,39400,-81.44887,81,,,,,,
,,,,,39489,-34.91858,89,,,,,,
,,,,,39566,-99.319016,77,,,,,,
,,,,,39692,-40.931335,126,,,,,,
,,,,,39820,-106.06338,128,,,,,,
,,,,,39905,-74.83627,85,,,,,,
-73.17207,22.070139,-39.537544,-108.782364,1000.0,40000,,,41.04262161254883,-96.68229675292969,-94.89861297607422,224.61166381835938,0.76,0.001
,,,,,40011,-37.55864,106,,,,,,
,,,,,40141,-85.594505,130,,,,,,
,,,,,40268,-234.26006,127,,,,,,
,,,,,40369,-104.7656,101,,,,,,
,,,,,40475,-60.46346,106,,,,,,
,,,,,40566,-189.61389,91,,,,,,
,,,,,40688,-120.064224,122,,,,,,
,,,,,40785,-173.40594,97,,,,,,
,,,,,40872,-287.0815,87,,,,,,
,,,,,40977,-72.655495,105,,,,,,
,,,,,41000,,,8.261321067810059,-56.46726989746094,-55.83024215698242,99.62677764892578,0.754,0.001
,,,,,41129,-293.9619,152,,,,,,
,,,,,41220,-65.44347,91,,,,,,
,,,,,41314,-234.70328,94,,,,,,
,,,,,41433,-73.84131,119,,,,,,
,,,,,41647,-59.592552,214,,,,,,
,,,,,41744,-283.55707,97,,,,,,
,,,,,41859,-57.69769,115,,,,,,
,,,,,41979,-383.4267,120,,,,,,
,,,,,42000,,,21.848398208618164,-70.8554916381836,-70.78912353515625,123.65067291259766,0.748,0.001
,,,,,42153,-160.23438,174,,,,,,
,,,,,42240,-83.39804,87,,,,,,
,,,,,42390,-262.85992,150,,,,,,
,,,,,42473,-245.38496,83,,,,,,
,,,,,42575,-98.19866,102,,,,,,
,,,,,42658,-55.263298,83,,,,,,
,,,,,42763,-75.648224,105,,,,,,
,,,,,42852,-169.23767,89,,,,,,
,,,,,43000,,,26.06984519958496,-75.70770263671875,-76.18986511230469,62.468135833740234,0.742,0.001
,,,,,43038,-241.99825,186,,,,,,
,,,,,43115,-89.20633,77,,,,,,
,,,,,43268,-283.90762,153,,,,,,
,,,,,43398,-101.15962,130,,,,,,
,,,,,43518,-347.99203,120,,,,,,
,,,,,43603,-283.2907,85,,,,,,
,,,,,43674,-256.45056,71,,,,,,
,,,,,43879,-393.50043,205,,,,,,
,,,,,44000,,,140.1428985595703,-68.18573760986328,-67.06459045410156,114.21023559570312,0.736,0.001
,,,,,44010,-135.12595,131,,,,,,
,,,,,44114,-324.28986,104,,,,,,
,,,,,44302,-89.505516,188,,,,,,
,,,,,44392,-322.34174,90,,,,,,
,,,,,44520,-129.72823,128,,,,,,
,,,,,44623,-293.7124,103,,,,,,
,,,,,44726,-173.19923,103,,,,,,
,,,,,44797,-154.77911,71,,,,,,
,,,,,44905,-173.16708,108,,,,,,
,,,,,45000,,,17.196815490722656,-70.93125915527344,-71.13542938232422,94.7259750366211,0.73,0.001
,,,,,45041,-353.9618,136,,,,,,
,,,,,45130,-138.36078,89,,,,,,
,,,,,45239,-169.9264,109,,,,,,
,,,,,45326,-32.883713,87,,,,,,
,,,,,45443,-51.471664,117,,,,,,
,,,,,45568,-99.10725,125,,,,,,
,,,,,46000,,,7.733742713928223,-68.71167755126953,-68.6270523071289,20.26261329650879,0.724,0.001
,,,,,46103,-237.24358,535,,,,,,
,,,,,46212,-99.75421,109,,,,,,
,,,,,46324,-199.38397,112,,,,,,
,,,,,46452,-43.448162,128,,,,,,
,,,,,46572,-221.4263,120,,,,,,
,,,,,46660,-149.14642,88,,,,,,
,,,,,46756,-38.622673,96,,,,,,
,,,,,46860,-85.30707,104,,,,,,
,,,,,46995,-141.46228,135,,,,,,
,,,,,47000,,,39.91999053955078,-57.84791946411133,-57.42131423950195,190.71119689941406,0.718,0.001
,,,,,47137,-189.6279,142,,,,,,
,,,,,47285,-24.393867,148,,,,,,
,,,,,47414,-55.5934,129,,,,,,
,,,,,47536,-146.36844,122,,,,,,
,,,,,47621,18.00267,85,,,,,,
,,,,,47728,-104.696465,107,,,,,,
,,,,,47849,-108.39049,121,,,,,,
,,,,,47975,-84.62271,126,,,,,,
,,,,,48000,,,72.74208068847656,-49.2801399230957,-50.651954650878906,175.44508361816406,0.712,0.001
,,,,,48100,-126.53247,125,,,,,,
,,,,,48188,-130.60158,88,,,,,,
,,,,,48349,-114.77023,161,,,,,,
,,,,,48498,-247.09769,149,,,,,,
,,,,,48569,-84.61521,71,,,,,,
,,,,,48651,-116.27868,82,,,,,,
,,,,,48748,-115.851555,97,,,,,,
,,,,,48907,-193.67964,159,,,,,,
,,,,,49000,,,11.24899959564209,-53.18798065185547,-52.73776626586914,45.14197540283203,0.706,0.001
,,,,,49038,-410.45834,131,,,,,,
,,,,,49108,-91.4113,70,,,,,,
,,,,,49304,-223.49738,196,,,,,,
,,,,,49485,-135.68231,181,,,,,,
,,,,,49593,-122.20253,108,,,,,,
,,,,,49716,-134.69255,123,,,,,,
,,,,,49818,-65.448326,102,,,,,,
,,,,,49945,-126.46765,127,,,,,,
-1402.9846,738.12134,-550.54535,-3423.2437,183.8,50000,,,19.424047470092773,-53.00306701660156,-53.41657257080078,272.83221435546875,0.7,0.001
,,,,,50052,-100.192474,107,,,,,,
,,,,,50199,-119.941345,147,,,,,,
,,,,,50265,-91.46147,66,,,,,,
,,,,,50447,-146.84486,182,,,,,,
,,,,,50570,-280.51483,123,,,,,,
,,,,,50716,-155.15738,146,,,,,,
,,,,,50856,-167.79439,140,,,,,,
,,,,,50965,-132.55013,109,,,,,,
,,,,,51000,,,62.798545837402344,-66.6929931640625,-67.43706512451172,639.4801635742188,0.694,0.001
,,,,,51104,-195.85678,139,,,,,,
,,,,,51225,-141.82607,121,,,,,,
,,,,,51298,-107.29202,73,,,,,,
,,,,,51503,-153.08601,205,,,,,,
,,,,,51746,-130.15692,243,,,,,,
,,,,,51834,-42.91712,88,,,,,,
,,,,,51922,-66.62394,88,,,,,,
,,,,,52000,,,12.665994644165039,-63.6105842590332,-63.178218841552734,64.1777114868164,0.688,0.001
,,,,,52109,-96.57779,187,,,,,,
,,,,,52223,-148.11528,114,,,,,,
,,,,,52478,-97.37074,255,,,,,,
,,,,,52638,-245.87296,160,,,,,,
,,,,,52764,-148.96948,126,,,,,,
,,,,,53000,,,116.18061828613281,-66.08708953857422,-65.28962707519531,463.4643859863281,0.6819999999999999,0.001
,,,,,53005,-193.79866,241,,,,,,
,,,,,53115,-133.77327,110,,,,,,
,,,,,53276,-102.11374,161,,,,,,
,,,,,53370,-130.12177,94,,,,,,
,,,,,53560,-50.436546,190,,,,,,
,,,,,53640,-116.28923,80,,,,,,
,,,,,53786,-124.34511,146,,,,,,
,,,,,53926,-73.862595,140,,,,,,
,,,,,54000,,,71.20677185058594,-73.49713134765625,-75.43345642089844,572.6150512695312,0.6759999999999999,0.001
,,,,,54061,-299.31,135,,,,,,
,,,,,54166,-111.921585,105,,,,,,
,,,,,54251,-117.45094,85,,,,,,
,,,,,54400,-36.215508,149,,,,,,
,,,,,54482,-113.92413,82,,,,,,
,,,,,54609,-289.75754,127,,,,,,
,,,,,54726,-150.41226,117,,,,,,
,,,,,54862,-183.58716,136,,,,,,
,,,,,54964,-123.08096,102,,,,,,
,,,,,55000,,,58.38894271850586,-61.42010498046875,-61.35637283325195,358.3778381347656,0.67,0.001
,,,,,55071,-101.17911,107,,,,,,
,,,,,55209,-370.33658,138,,,,,,
,,,,,55337,-167.30109,128,,,,,,
,,,,,55451,-119.911865,114,,,,,,
,,,,,55644,-180.88264,193,,,,,,
,,,,,55740,-79.42856,96,,,,,,
,,,,,55895,-15.456375,155,,,,,,
,,,,,55978,-113.67113,83,,,,,,
,,,,,56000,,,54.72060775756836,-59.889015197753906,-61.091949462890625,156.4248504638672,0.6639999999999999,0.001
,,,,,56191,-72.1756,213,,,,,,
,,,,,56354,-127.3167,163,,,,,,
,,,,,56503,-206.95776,149,,,,,,
,,,,,56605,-111.76497,102,,,,,,
,,,,,56737,-13.5783,132,,,,,,
,,,,,56825,-130.20395,88,,,,,,
,,,,,56973,-172.22957,148,,,,,,
