Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
78.0,48.290787,177.0,20.0,78.0,79.74603,39.252525,176.0,12.0,79.74603174603175,133.7992401123047,216599,23.212767839431763,,42
64.9375,33.308163,156.0,8.0,64.9375,83.63333,43.202995,192.0,16.0,83.63333333333334,144.74801635742188,221617,23.743653774261475,,43
83.5,36.22499,145.0,30.0,83.5,79.52381,45.85791,183.0,8.0,79.52380952380952,144.06417846679688,226627,24.27011466026306,,44
80.07692,50.060673,213.0,29.0,80.07692307692308,89.29825,49.54529,219.0,16.0,89.29824561403508,160.34469604492188,231717,24.8106586933136,,45
87.75,49.04441,183.0,28.0,87.75,98.39216,61.910774,364.0,12.0,98.3921568627451,185.64666748046875,236735,25.358508825302124,,46
102.181816,58.118713,211.0,26.0,102.18181818181819,108.78723,66.59434,310.0,22.0,108.7872340425532,204.88572692871094,241848,25.936356782913208,,47
117.1,71.52964,266.0,33.0,117.1,139.22223,75.21972,299.0,24.0,139.22222222222223,245.12319946289062,246860,26.477399826049805,,48
134.75,55.033512,208.0,48.0,134.75,157.57576,87.829735,341.0,24.0,157.57575757575756,276.6371765136719,252060,27.040740728378296,,49
155.42857,38.74037,209.0,96.0,155.42857142857142,168.06667,63.922318,340.0,42.0,168.06666666666666,266.7713317871094,257102,27.58373188972473,,50
166.0,84.37332,317.0,56.0,166.0,177.51724,39.615932,258.0,114.0,177.51724137931035,252.8979949951172,262250,28.132973670959473,,51
198.83333,58.027054,280.0,125.0,198.83333333333334,204.96,86.89142,500.0,84.0,204.96,327.03399658203125,267374,28.679243803024292,,52
303.75,187.76764,551.0,48.0,303.75,265.05,97.55484,511.0,121.0,265.05,404.07318115234375,272675,29.24145269393921,,53
206.66667,74.18596,341.0,99.0,206.66666666666666,313.8125,118.18906,543.0,166.0,313.8125,483.9836120605469,277696,29.776708841323853,,54
198.33333,21.335938,233.0,166.0,198.33333333333334,244.42857,81.721695,431.0,138.0,244.42857142857142,369.427978515625,282829,30.327448844909668,,55
167.66667,36.894745,211.0,96.0,167.66666666666666,172.03334,66.61606,329.0,41.0,172.03333333333333,266.68865966796875,287990,30.8571457862854,,56
166.28572,126.948494,426.0,34.0,166.28571428571428,195.65384,75.47335,341.0,64.0,195.65384615384616,304.4350891113281,293077,31.398571968078613,,57
117.3,52.848934,227.0,55.0,117.3,231.72728,119.140175,466.0,51.0,231.72727272727272,393.3042297363281,298175,31.929682970046997,,58
144.375,79.344086,240.0,41.0,144.375,153.90909,98.36616,421.0,41.0,153.9090909090909,292.91253662109375,303254,32.47791886329651,,59
168.16667,81.915436,332.0,103.0,168.16666666666666,145.19444,93.24722,576.0,53.0,145.19444444444446,275.0404968261719,308481,33.039522647857666,,60
177.33333,57.84078,267.0,125.0,177.33333333333334,167.09677,61.299557,303.0,42.0,167.09677419354838,253.9915008544922,313661,33.594114780426025,,61
409.66666,126.5078,551.0,244.0,409.6666666666667,206.68,90.5767,417.0,60.0,206.68,326.85675048828125,318828,34.16462588310242,,62
557.5,128.5,686.0,429.0,557.5,708.875,313.92413,1000.0,251.0,708.875,1138.1807861328125,324499,34.78239679336548,,63
314.0,76.79518,393.0,196.0,314.0,634.5,318.38263,1000.0,116.0,634.5,1066.060302734375,329575,35.3602659702301,,64
147.125,75.70739,306.0,53.0,147.125,192.38461,89.45522,462.0,44.0,192.3846153846154,317.0501708984375,334577,35.925039768218994,,65
118.111115,31.37389,164.0,72.0,118.11111111111111,122.53658,81.81749,402.0,35.0,122.53658536585365,238.5732421875,339601,36.47810196876526,,66
67.333336,25.849995,116.0,29.0,67.33333333333333,95.18868,50.17744,249.0,35.0,95.18867924528301,160.16566467285156,344646,36.988505840301514,,67
62.294117,26.523607,114.0,32.0,62.294117647058826,66.48684,33.136677,160.0,9.0,66.48684210526316,112.33534240722656,349699,37.50189280509949,,68
55.789474,21.266676,109.0,33.0,55.78947368421053,52.810528,24.439955,144.0,12.0,52.810526315789474,86.00509643554688,354716,38.019301891326904,,69
48.857143,20.619654,96.0,8.0,48.857142857142854,47.95238,17.436895,99.0,10.0,47.95238095238095,71.84060668945312,359751,38.54055976867676,,70
44.304348,18.646448,88.0,12.0,44.30434782608695,47.339622,20.86881,116.0,8.0,47.339622641509436,75.78138732910156,364769,39.05858087539673,,71
34.666668,16.478943,65.0,7.0,34.666666666666664,40.12,17.342018,99.0,6.0,40.12,63.29524612426758,369784,39.579930782318115,,72
32.29032,13.6528225,51.0,9.0,32.29032258064516,33.72483,17.023024,102.0,6.0,33.7248322147651,56.2072868347168,374809,40.09387683868408,,73
34.655174,14.230312,59.0,9.0,34.6551724137931,34.170067,16.670628,73.0,6.0,34.17006802721088,55.42748260498047,379832,40.610169887542725,,74
34.066666,12.774801,61.0,8.0,34.06666666666667,34.445206,17.655,97.0,6.0,34.445205479452056,57.15365219116211,384861,41.128450870513916,,75
36.642857,9.732913,52.0,11.0,36.642857142857146,34.38356,18.560253,89.0,6.0,34.38356164383562,59.10371017456055,389881,41.64643478393555,,76
37.037037,17.22935,77.0,9.0,37.03703703703704,33.731544,19.54229,93.0,6.0,33.73154362416108,60.20925521850586,394907,42.16543483734131,,77
39.03846,21.419762,101.0,6.0,39.03846153846154,35.695034,19.0423,97.0,6.0,35.695035460992905,61.353946685791016,399940,42.68448996543884,,78
42.041668,19.385302,84.0,6.0,42.041666666666664,39.3937,16.681433,91.0,6.0,39.39370078740158,61.22279739379883,404943,43.202215909957886,,79
49.857143,21.343641,115.0,8.0,49.857142857142854,43.547825,19.367496,103.0,6.0,43.54782608695652,69.93673706054688,409951,43.7358877658844,,80
47.857143,15.700427,92.0,28.0,47.857142857142854,45.554546,21.790987,100.0,6.0,45.554545454545455,75.4052963256836,414962,44.2469687461853,,81
49.363636,24.627304,89.0,8.0,49.36363636363637,52.354168,23.316206,143.0,6.0,52.354166666666664,82.79700469970703,419988,44.771206855773926,,82
63.6875,21.420547,97.0,36.0,63.6875,56.2,22.014236,116.0,12.0,56.2,85.35587310791016,425046,45.307374715805054,,83
62.9375,29.539103,131.0,33.0,62.9375,64.03797,22.781538,108.0,30.0,64.0379746835443,95.17816925048828,430105,45.85790491104126,,84
86.5,24.908165,141.0,59.0,86.5,66.75,32.250713,155.0,6.0,66.75,111.39042663574219,435178,46.4120888710022,,85
85.416664,44.97121,159.0,32.0,85.41666666666667,75.19403,36.161842,175.0,16.0,75.19402985074628,123.27762603759766,440216,46.964308977127075,,86
119.888885,33.171085,151.0,34.0,119.88888888888889,98.13461,40.0375,178.0,27.0,98.13461538461539,152.799560546875,445319,47.489644050598145,,87
131.5,53.45325,198.0,46.0,131.5,109.71739,41.442818,176.0,29.0,109.71739130434783,164.57699584960938,450366,48.01148962974548,,88
154.14285,33.63429,192.0,91.0,154.14285714285714,139.80556,44.40897,208.0,26.0,139.80555555555554,207.29519653320312,455399,48.53163290023804,,89
170.5,40.958313,224.0,110.0,170.5,160.90625,55.26095,267.0,40.0,160.90625,237.7472381591797,460548,49.0765860080719,,90
173.0,24.959969,203.0,139.0,173.0,167.03334,29.279667,229.0,104.0,167.03333333333333,228.2903594970703,465559,49.62275576591492,,91
171.0,43.447285,259.0,117.0,171.0,164.93549,37.20903,252.0,98.0,164.93548387096774,228.1982421875,470672,50.16392183303833,,92
267.25,79.521614,390.0,180.0,267.25,172.66667,36.329357,226.0,81.0,172.66666666666666,240.48805236816406,475852,50.71066379547119,,93
395.0,101.5513,527.0,280.0,395.0,218.52174,46.071655,334.0,157.0,218.52173913043478,301.98541259765625,480878,51.27289390563965,,94
418.0,65.15111,509.0,360.0,418.0,304.29413,86.49227,447.0,76.0,304.29411764705884,435.7136535644531,486051,51.84002470970154,,95
784.0,158.0,942.0,626.0,784.0,439.66666,55.717045,529.0,349.0,439.6666666666667,591.8988037109375,491327,52.44533681869507,,96
1000.0,0.0,1000.0,1000.0,1000.0,733.2857,180.0466,1000.0,461.0,733.2857142857143,1020.7977905273438,496460,52.99212598800659,,97
1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,1299.753173828125,501460,53.527350664138794,,98
1000.0,0.0,1000.0,1000.0,1000.0,923.5,160.56541,1000.0,565.0,923.5,1277.770263671875,507001,54.12351369857788,,99
