Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,13472,-151.98402,93,,,,,,
,,,,,13601,-130.65758,129,,,,,,
,,,,,13673,-131.7623,72,,,,,,
,,,,,13751,-84.62182,78,,,,,,
,,,,,13849,-462.03735,98,,,,,,
,,,,,13919,-44.708534,70,,,,,,
,,,,,14058,-258.46393,139,,,,,,
,,,,,14123,-127.62393,65,,,,,,
,,,,,14236,-213.15686,113,,,,,,
,,,,,14313,-137.87622,77,,,,,,
,,,,,14411,-402.0923,98,,,,,,
,,,,,14473,-198.67227,62,,,,,,
,,,,,14551,-150.85732,78,,,,,,
,,,,,14663,-336.938,112,,,,,,
,,,,,14746,-229.95154,83,,,,,,
,,,,,14872,-189.29366,126,,,,,,
,,,,,14983,-174.45656,111,,,,,,
,,,,,15065,-108.12553,82,,,,,,
,,,,,15150,-94.94266,85,,,,,,
,,,,,15213,-88.63543,63,,,,,,
,,,,,15400,-85.90523,187,,,,,,
,,,,,15478,-286.02252,78,,,,,,
,,,,,15599,-288.81293,121,,,,,,
,,,,,15697,-155.46776,98,,,,,,
,,,,,15788,-341.6242,91,,,,,,
,,,,,15857,-100.05325,69,,,,,,
,,,,,15971,-163.55817,114,,,,,,
,,,,,16058,-444.03555,87,,,,,,
,,,,,16153,-53.973892,95,,,,,,
,,,,,16287,-197.51819,134,,,,,,
,,,,,16361,-66.42113,74,,,,,,
,,,,,16475,-451.958,114,,,,,,
,,,,,16569,-309.9713,94,,,,,,
,,,,,16651,-97.71455,82,,,,,,
,,,,,16727,-289.8034,76,,,,,,
,,,,,16800,-121.91553,73,,,,,,
,,,,,16898,-339.02847,98,,,,,,
,,,,,16987,-274.95874,89,,,,,,
,,,,,17081,-386.30157,94,,,,,,
,,,,,17172,-302.20288,91,,,,,,
,,,,,17289,-129.37479,117,,,,,,
,,,,,17394,-300.97394,105,,,,,,
,,,,,17504,-172.19417,110,,,,,,
,,,,,17585,-433.31454,81,,,,,,
,,,,,17663,-368.91144,78,,,,,,
,,,,,17750,-152.59686,87,,,,,,
,,,,,17817,-68.56701,67,,,,,,
,,,,,17921,-386.77853,104,,,,,,
,,,,,18008,-580.91235,87,,,,,,
,,,,,18102,-329.35065,94,,,,,,
,,,,,18240,-124.409645,138,,,,,,
,,,,,18357,-479.59134,117,,,,,,
,,,,,18428,-284.0859,71,,,,,,
,,,,,18494,-116.056175,66,,,,,,
,,,,,18589,-291.23395,95,,,,,,
,,,,,18681,-476.6275,92,,,,,,
,,,,,18824,-116.860725,143,,,,,,
,,,,,18940,-134.7525,116,,,,,,
,,,,,19045,-160.64691,105,,,,,,
,,,,,19130,-127.00659,85,,,,,,
,,,,,19244,-265.99994,114,,,,,,
,,,,,19328,-177.60815,84,,,,,,
,,,,,19477,-375.85275,149,,,,,,
,,,,,19582,-338.14896,105,,,,,,
,,,,,19672,-139.92844,90,,,,,,
,,,,,19785,-323.14774,113,,,,,,
,,,,,19885,-118.41805,100,,,,,,
,,,,,19979,-249.40231,94,,,,,,
-632.48267,199.93564,-398.75983,-1159.4791,99.9,20000,,,4.020270347595215,-0.0531906858086586,-0.9522111415863037,4.311023235321045,0.88,0.001
,,,,,20092,-115.266235,113,,,,,,
,,,,,20180,-421.998,88,,,,,,
,,,,,20274,-385.48248,94,,,,,,
,,,,,20348,-86.44259,74,,,,,,
,,,,,20443,-323.60495,95,,,,,,
,,,,,20562,-419.75635,119,,,,,,
,,,,,20650,-355.66962,88,,,,,,
,,,,,20723,-126.5446,73,,,,,,
,,,,,20814,-237.38048,91,,,,,,
,,,,,20916,-57.362915,102,,,,,,
,,,,,21000,,,33.9478645324707,-73.63424682617188,-75.16792297363281,34.045936584472656,0.874,0.001
,,,,,21009,-321.95837,93,,,,,,
,,,,,21122,17.215912,113,,,,,,
,,,,,21256,-236.54958,134,,,,,,
,,,,,21376,-504.21182,120,,,,,,
,,,,,21481,-254.11043,105,,,,,,
,,,,,21622,-201.22426,141,,,,,,
,,,,,21700,-46.828953,78,,,,,,
,,,,,21820,-323.15363,120,,,,,,
,,,,,21922,-135.43694,102,,,,,,
,,,,,22000,,,7.590090751647949,-81.38053894042969,-80.97807312011719,8.708826065063477,0.868,0.001
,,,,,22031,-264.42532,109,,,,,,
,,,,,22147,-278.01355,116,,,,,,
,,,,,22277,-306.43906,130,,,,,,
,,,,,22377,-159.50269,100,,,,,,
,,,,,22498,-122.734924,121,,,,,,
,,,,,22649,-383.7414,151,,,,,,
,,,,,22719,-95.72616,70,,,,,,
,,,,,22793,-123.83534,74,,,,,,
,,,,,22895,-138.46877,102,,,,,,
,,,,,23000,,,24.544645309448242,-82.57411193847656,-83.43859100341797,18.889892578125,0.862,0.001
,,,,,23002,-129.31535,107,,,,,,
,,,,,23120,-252.45251,118,,,,,,
,,,,,23202,-52.59245,82,,,,,,
,,,,,23283,-76.82866,81,,,,,,
,,,,,23381,-9.2945175,98,,,,,,
,,,,,23506,-51.151104,125,,,,,,
,,,,,23596,-414.93866,90,,,,,,
,,,,,23695,-53.08158,99,,,,,,
,,,,,23781,-79.028725,86,,,,,,
,,,,,23884,-123.642715,103,,,,,,
,,,,,23962,20.972046,78,,,,,,
,,,,,24000,,,18.01290512084961,-87.83014678955078,-86.96903991699219,35.453857421875,0.856,0.001
,,,,,24075,-125.95955,113,,,,,,
,,,,,24176,-147.97441,101,,,,,,
,,,,,24285,-117.38392,109,,,,,,
,,,,,24409,-102.657425,124,,,,,,
,,,,,24487,-35.09503,78,,,,,,
,,,,,24555,-94.15466,68,,,,,,
,,,,,24680,-99.05131,125,,,,,,
,,,,,24769,-105.5034,89,,,,,,
,,,,,24901,-85.52573,132,,,,,,
,,,,,25000,,,22.01845932006836,-162.87026977539062,-161.5763397216797,215.26004028320312,0.85,0.001
,,,,,25041,-131.67772,140,,,,,,
,,,,,25138,-230.51724,97,,,,,,
,,,,,25245,-230.03258,107,,,,,,
,,,,,25380,-89.83544,135,,,,,,
,,,,,25494,-176.2656,114,,,,,,
,,,,,25574,-45.22901,80,,,,,,
,,,,,25712,-51.34778,138,,,,,,
,,,,,25836,-189.98616,124,,,,,,
,,,,,25949,-77.08188,113,,,,,,
,,,,,26000,,,58.32125473022461,-50.443336486816406,-49.95672607421875,40.262149810791016,0.844,0.001
,,,,,26066,-213.10312,117,,,,,,
,,,,,26136,-109.2577,70,,,,,,
,,,,,26237,-188.78876,101,,,,,,
,,,,,26347,-56.067726,110,,,,,,
,,,,,26468,-216.54552,121,,,,,,
,,,,,26541,-141.94153,73,,,,,,
,,,,,26662,-43.45127,121,,,,,,
,,,,,26783,-110.819,121,,,,,,
,,,,,26874,-146.49075,91,,,,,,
,,,,,27000,,,3.902681589126587,-23.213520050048828,-23.119461059570312,18.54247283935547,0.838,0.001
,,,,,27009,-122.59038,135,,,,,,
,,,,,27097,-74.624794,88,,,,,,
,,,,,27200,-151.26611,103,,,,,,
,,,,,27274,-93.742546,74,,,,,,
,,,,,27411,-230.7718,137,,,,,,
,,,,,27549,-65.34297,138,,,,,,
,,,,,27706,-40.09695,157,,,,,,
,,,,,27844,-101.5712,138,,,,,,
,,,,,28000,,,4.894575595855713,5.3840436935424805,5.484800815582275,32.53683853149414,0.832,0.001
,,,,,28003,-105.02092,159,,,,,,
,,,,,28082,-86.32511,79,,,,,,
,,,,,28219,-173.28175,137,,,,,,
,,,,,28319,-118.82719,100,,,,,,
,,,,,28411,-71.41628,92,,,,,,
,,,,,28550,-115.57393,139,,,,,,
,,,,,28625,-83.19444,75,,,,,,
,,,,,28716,-114.049866,91,,,,,,
,,,,,28778,-69.27356,62,,,,,,
,,,,,28911,-55.4002,133,,,,,,
,,,,,29000,,,3.677043914794922,17.850927352905273,18.5123233795166,31.863656997680664,0.8260000000000001,0.001
,,,,,29006,-91.45503,95,,,,,,
,,,,,29160,-112.04042,154,,,,,,
,,,,,29278,-118.28631,118,,,,,,
,,,,,29367,-166.90105,89,,,,,,
,,,,,29437,-102.643036,70,,,,,,
,,,,,29568,-134.61346,131,,,,,,
,,,,,29672,-119.784454,104,,,,,,
,,,,,29755,-85.604996,83,,,,,,
,,,,,29850,-107.786156,95,,,,,,
,,,,,29961,-113.92402,111,,,,,,
-137.18956,32.15184,-90.21632,-181.09802,194.9,30000,,,20.384811401367188,14.347042083740234,13.78615951538086,52.5820426940918,0.82,0.001
,,,,,30119,-80.99368,158,,,,,,
,,,,,30213,-100.19899,94,,,,,,
,,,,,30332,-72.54416,119,,,,,,
,,,,,30418,-66.29146,86,,,,,,
,,,,,30511,-53.524746,93,,,,,,
,,,,,30638,-105.104256,127,,,,,,
,,,,,30760,-95.16602,122,,,,,,
,,,,,30865,-51.591644,105,,,,,,
,,,,,30983,-169.1341,118,,,,,,
,,,,,31000,,,24.95160484313965,9.672098159790039,9.303240776062012,83.49337005615234,0.8140000000000001,0.001
,,,,,31056,-63.21233,73,,,,,,
,,,,,31129,-138.68658,73,,,,,,
,,,,,31245,-118.37723,116,,,,,,
,,,,,31367,-123.82821,122,,,,,,
,,,,,31450,-121.234764,83,,,,,,
,,,,,31541,-115.874886,91,,,,,,
,,,,,31659,-78.72438,118,,,,,,
,,,,,31757,-120.94966,98,,,,,,
,,,,,31834,-109.67483,77,,,,,,
,,,,,31904,-58.561028,70,,,,,,
,,,,,32000,,,15.35465145111084,57.043785095214844,56.856109619140625,43.80158615112305,0.808,0.001
,,,,,32019,-128.05815,115,,,,,,
,,,,,32148,-40.185406,129,,,,,,
,,,,,32269,-88.10489,121,,,,,,
,,,,,32333,-57.463387,64,,,,,,
,,,,,32456,-52.37805,123,,,,,,
,,,,,32526,-94.070465,70,,,,,,
,,,,,32613,-151.86345,87,,,,,,
,,,,,32692,-53.242188,79,,,,,,
,,,,,32795,-54.003456,103,,,,,,
,,,,,32874,-73.45476,79,,,,,,
,,,,,32955,-73.566414,81,,,,,,
,,,,,33000,,,11.574575424194336,33.43116760253906,33.05015563964844,76.59976959228516,0.802,0.001
,,,,,33076,-90.807236,121,,,,,,
,,,,,33202,-207.92734,126,,,,,,
,,,,,33309,-112.4468,107,,,,,,
,,,,,33398,-92.71507,89,,,,,,
,,,,,33488,-109.12249,90,,,,,,
,,,,,33617,-64.16652,129,,,,,,
,,,,,33733,-254.64514,116,,,,,,
,,,,,33817,-222.78638,84,,,,,,
,,,,,33957,-149.02475,140,,,,,,
,,,,,34000,,,21.305644989013672,9.383082389831543,9.410120010375977,73.90528869628906,0.796,0.001
,,,,,34036,-58.00364,79,,,,,,
,,,,,34108,-65.95102,72,,,,,,
,,,,,34223,-156.99823,115,,,,,,
,,,,,34379,-109.191284,156,,,,,,
,,,,,34486,-121.15014,107,,,,,,
,,,,,34585,-86.84065,99,,,,,,
,,,,,34667,-137.83191,82,,,,,,
,,,,,34788,-57.82749,121,,,,,,
,,,,,34934,-89.40689,146,,,,,,
,,,,,35000,,,18.2069091796875,17.46508026123047,17.424476623535156,63.722747802734375,0.79,0.001
,,,,,35047,-94.9033,113,,,,,,
,,,,,35135,-65.70192,88,,,,,,
,,,,,35258,-124.26485,123,,,,,,
,,,,,35378,-118.18027,120,,,,,,
,,,,,35514,-125.22404,136,,,,,,
,,,,,35642,-74.52558,128,,,,,,
,,,,,35759,-131.59943,117,,,,,,
,,,,,35872,-80.62304,113,,,,,,
,,,,,36000,,,19.740894317626953,65.25563049316406,66.03169250488281,100.23614501953125,0.784,0.001
,,,,,36001,-176.20724,129,,,,,,
,,,,,36103,-156.44739,102,,,,,,
,,,,,36247,-54.106285,144,,,,,,
,,,,,36335,-34.090706,88,,,,,,
,,,,,36414,-107.147575,79,,,,,,
,,,,,36484,-77.03002,70,,,,,,
,,,,,36591,-142.15717,107,,,,,,
,,,,,36674,-87.09232,83,,,,,,
,,,,,36776,-99.01045,102,,,,,,
,,,,,36878,-140.78471,102,,,,,,
,,,,,36971,-105.29568,93,,,,,,
,,,,,37000,,,27.463125228881836,64.9515151977539,64.25338745117188,102.7022476196289,0.778,0.001
,,,,,37064,-96.93152,93,,,,,,
,,,,,37188,-101.26995,124,,,,,,
,,,,,37292,-42.504646,104,,,,,,
,,,,,37394,-85.292656,102,,,,,,
,,,,,37472,-88.779236,78,,,,,,
,,,,,37553,-140.75687,81,,,,,,
,,,,,37665,-118.882675,112,,,,,,
,,,,,37749,-49.31673,84,,,,,,
,,,,,37897,-16.644371,148,,,,,,
,,,,,37996,-135.10977,99,,,,,,
,,,,,38000,,,355.85626220703125,35.39763259887695,37.93815612792969,186.6464080810547,0.772,0.001
,,,,,38107,-114.868866,111,,,,,,
,,,,,38183,-63.97397,76,,,,,,
,,,,,38297,-50.94314,114,,,,,,
,,,,,39000,,,57.477783203125,43.84950256347656,43.30951690673828,153.78257751464844,0.766,0.001
,,,,,39297,96.68987,1000,,,,,,
,,,,,39414,-85.37311,117,,,,,,
,,,,,39492,-52.454967,78,,,,,,
,,,,,39621,-80.50566,129,,,,,,
-156.16275,23.62184,-130.00565,-204.95801,406.7,40000,,,45.834617614746094,36.574310302734375,37.23560333251953,185.5407257080078,0.76,0.001
,,,,,40380,-190.47528,759,,,,,,
,,,,,40760,-216.74321,380,,,,,,
,,,,,40840,-150.14462,80,,,,,,
,,,,,40985,-76.860245,145,,,,,,
,,,,,41000,,,28.338443756103516,46.23039245605469,44.96211624145508,175.7008514404297,0.754,0.001
,,,,,41079,-106.31354,94,,,,,,
,,,,,41168,-75.49769,89,,,,,,
,,,,,41275,-102.488495,107,,,,,,
,,,,,41350,-88.695015,75,,,,,,
,,,,,41465,-89.185,115,,,,,,
,,,,,41590,-74.62277,125,,,,,,
,,,,,41710,-80.3642,120,,,,,,
,,,,,41799,-123.496216,89,,,,,,
,,,,,41958,-17.555733,159,,,,,,
,,,,,42000,,,7.181041717529297,40.67180633544922,40.57115936279297,55.23652267456055,0.748,0.001
,,,,,42066,-65.00224,108,,,,,,
,,,,,42132,-120.1223,66,,,,,,
,,,,,42255,-64.29962,123,,,,,,
,,,,,42329,-96.86117,74,,,,,,
,,,,,42432,-48.118023,103,,,,,,
,,,,,42512,-84.09161,80,,,,,,
,,,,,42609,-38.097153,97,,,,,,
,,,,,42750,-80.103806,141,,,,,,
,,,,,42858,-80.218025,108,,,,,,
,,,,,42926,-86.2352,68,,,,,,
,,,,,43000,,,4.483863353729248,78.61643981933594,78.57553100585938,42.44686508178711,0.742,0.001
,,,,,43024,-89.81818,98,,,,,,
,,,,,43157,-17.00315,133,,,,,,
,,,,,43290,-99.74103,133,,,,,,
,,,,,43371,-79.494026,81,,,,,,
,,,,,43510,-109.38843,139,,,,,,
,,,,,43593,-75.05252,83,,,,,,
,,,,,43703,-49.169903,110,,,,,,
,,,,,43808,-122.812355,105,,,,,,
,,,,,43931,-125.52572,123,,,,,,
,,,,,44000,,,124.26690673828125,58.03477096557617,58.56529998779297,188.5877227783203,0.736,0.001
,,,,,44065,-62.9787,134,,,,,,
,,,,,44162,-55.759735,97,,,,,,
,,,,,45000,,,11.672846794128418,42.554351806640625,42.61686325073242,57.52931213378906,0.73,0.001
,,,,,45162,88.914986,1000,,,,,,
,,,,,45308,-46.510273,146,,,,,,
,,,,,45392,-81.99834,84,,,,,,
,,,,,45469,-105.99906,77,,,,,,
,,,,,45546,-91.87709,77,,,,,,
,,,,,45630,-77.0565,84,,,,,,
,,,,,45738,-82.42848,108,,,,,,
,,,,,45813,-121.749954,75,,,,,,
,,,,,45917,-138.5307,104,,,,,,
,,,,,46000,,,35.17366027832031,64.74783325195312,63.784759521484375,174.97332763671875,0.724,0.001
,,,,,46033,-76.68424,116,,,,,,
,,,,,46112,-123.8038,79,,,,,,
,,,,,46230,-128.90009,118,,,,,,
,,,,,46313,-97.25515,83,,,,,,
,,,,,46440,-44.888466,127,,,,,,
,,,,,46562,-103.43555,122,,,,,,
,,,,,46654,-106.03626,92,,,,,,
,,,,,46747,-95.46661,93,,,,,,
,,,,,46840,-66.24624,93,,,,,,
,,,,,46964,-18.188301,124,,,,,,
,,,,,47000,,,8.624794006347656,33.382408142089844,33.335994720458984,52.63323211669922,0.718,0.001
,,,,,47090,-76.18152,126,,,,,,
,,,,,47177,-22.887444,87,,,,,,
,,,,,47283,-18.029175,106,,,,,,
,,,,,47399,-111.7641,116,,,,,,
,,,,,47517,-44.29929,118,,,,,,
,,,,,47625,-45.890606,108,,,,,,
,,,,,47719,-81.3212,94,,,,,,
,,,,,47845,-127.55649,126,,,,,,
,,,,,47955,-88.68788,110,,,,,,
,,,,,48000,,,34.1999626159668,36.34406280517578,36.277374267578125,63.71089172363281,0.712,0.001
,,,,,48063,-34.731895,108,,,,,,
,,,,,48159,-60.70995,96,,,,,,
,,,,,48243,-70.82549,84,,,,,,
,,,,,48357,-3.4043884,114,,,,,,
,,,,,48462,-90.911514,105,,,,,,
,,,,,48554,-91.09505,92,,,,,,
,,,,,48676,-75.26574,122,,,,,,
,,,,,48818,-62.275513,142,,,,,,
,,,,,48918,-66.13281,100,,,,,,
,,,,,49000,,,6.850766181945801,15.257352828979492,15.935380935668945,52.05030059814453,0.706,0.001
,,,,,49025,-33.521416,107,,,,,,
,,,,,49130,-26.025238,105,,,,,,
,,,,,49227,-76.31852,97,,,,,,
,,,,,49349,-60.748943,122,,,,,,
,,,,,49455,-103.11101,106,,,,,,
,,,,,49567,-68.592285,112,,,,,,
,,,,,49680,-67.529564,113,,,,,,
,,,,,49783,-14.135063,103,,,,,,
,,,,,49905,-87.23549,122,,,,,,
214.57776,30.640696,264.6802,170.00946,392.1,50000,,,10.326688766479492,52.156944274902344,52.909584045410156,94.09333801269531,0.7,0.001
,,,,,50013,-110.63723,108,,,,,,
,,,,,50107,-44.991608,94,,,,,,
,,,,,50185,-58.738926,78,,,,,,
,,,,,50272,-74.70471,87,,,,,,
,,,,,50423,-67.923996,151,,,,,,
,,,,,50539,-114.64708,116,,,,,,
,,,,,50650,-88.851814,111,,,,,,
,,,,,50734,-99.98831,84,,,,,,
,,,,,50812,-50.53959,78,,,,,,
,,,,,50934,-67.20923,122,,,,,,
,,,,,51000,,,4.645054817199707,53.659629821777344,53.32261276245117,35.83626174926758,0.694,0.001
,,,,,51059,8.180855,125,,,,,,
,,,,,51189,-106.21514,130,,,,,,
,,,,,51301,-106.86747,112,,,,,,
,,,,,51383,-33.145073,82,,,,,,
,,,,,51495,-74.32763,112,,,,,,
,,,,,51672,-2.1913757,177,,,,,,
,,,,,51794,-147.74327,122,,,,,,
,,,,,51943,-67.98773,149,,,,,,
,,,,,52000,,,9.016566276550293,76.2496337890625,76.41880798339844,62.79784393310547,0.688,0.001
,,,,,52022,-84.316956,79,,,,,,
,,,,,52091,-83.96259,69,,,,,,
,,,,,52226,-95.60186,135,,,,,,
,,,,,52333,-123.78121,107,,,,,,
,,,,,52481,-32.387558,148,,,,,,
,,,,,52548,-50.974136,67,,,,,,
,,,,,52614,-63.36284,66,,,,,,
,,,,,52710,-94.49934,96,,,,,,
,,,,,52823,-61.705704,113,,,,,,
,,,,,52953,-158.91043,130,,,,,,
,,,,,53000,,,56.0053825378418,39.93385314941406,40.265960693359375,117.07254028320312,0.6819999999999999,0.001
,,,,,53050,-41.762474,97,,,,,,
,,,,,53140,-84.82837,90,,,,,,
,,,,,53238,-92.596466,98,,,,,,
,,,,,53358,-69.130516,120,,,,,,
,,,,,53477,-68.43403,119,,,,,,
,,,,,53583,-120.94943,106,,,,,,
,,,,,53683,-80.46436,100,,,,,,
,,,,,53784,-44.72788,101,,,,,,
,,,,,53911,-43.64836,127,,,,,,
,,,,,54000,,,62.693321228027344,82.55827331542969,81.6597671508789,147.65306091308594,0.6759999999999999,0.001
,,,,,54033,-78.05014,122,,,,,,
,,,,,54116,-77.91076,83,,,,,,
,,,,,54226,-51.74282,110,,,,,,
,,,,,54369,-84.55104,143,,,,,,
,,,,,54490,-79.172104,121,,,,,,
,,,,,54608,-86.01859,118,,,,,,
,,,,,54680,-60.388714,72,,,,,,
,,,,,54768,-51.162903,88,,,,,,
,,,,,54904,-89.38675,136,,,,,,
,,,,,55000,,,25.65727424621582,64.72078704833984,64.5602035522461,96.23664855957031,0.67,0.001
,,,,,55019,-44.019585,115,,,,,,
,,,,,55156,6.5539627,137,,,,,,
,,,,,55270,-47.856262,114,,,,,,
,,,,,55355,-46.849594,85,,,,,,
,,,,,55434,-85.11265,79,,,,,,
,,,,,55505,-119.92215,71,,,,,,
,,,,,55588,-83.49153,83,,,,,,
,,,,,55728,-238.69371,140,,,,,,
,,,,,55851,-67.195175,123,,,,,,
,,,,,55974,-61.536926,123,,,,,,
,,,,,56000,,,8.78913688659668,38.82601547241211,38.56532287597656,44.26582717895508,0.6639999999999999,0.001
,,,,,56067,-76.10121,93,,,,,,
,,,,,56255,-5.7042084,188,,,,,,
,,,,,56377,-66.058105,122,,,,,,
,,,,,56527,-63.905193,150,,,,,,
,,,,,56611,-66.704834,84,,,,,,
,,,,,56699,-125.11759,88,,,,,,
,,,,,56793,-140.19008,94,,,,,,
,,,,,56937,-169.57108,144,,,,,,
,,,,,57000,,,12.268733978271484,55.77889633178711,54.67912292480469,87.54364776611328,0.6579999999999999,0.001
,,,,,57035,-48.559124,98,,,,,,
