Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-155.50688,76.788864,-78.563446,-347.76135,89.95652173913044,-213.23628,108.02306,-71.72273,-439.35284,88.17391304347827,-122.3057632446289,16423.201171875,2028,0.5912759304046631,-213.23628,0
-234.82626,117.74711,-26.429298,-515.8022,96.0952380952381,-200.50865,134.8278,25.93644,-479.79614,94.63636363636364,-99.56568908691406,14551.4228515625,4110,1.4400129318237305,,1
-158.59872,56.41172,-91.175865,-255.59897,90.9090909090909,-173.8861,112.69122,43.956604,-422.81583,87.73913043478261,-87.16270446777344,10959.580078125,6128,2.002171039581299,,2
-169.99893,68.248436,-91.61633,-326.94534,90.1304347826087,-171.67358,92.09955,-15.504143,-343.6128,94.68181818181819,-75.0927505493164,8203.09765625,8211,2.5868561267852783,,3
-157.60948,67.65981,-88.046555,-347.65128,98.42857142857143,-123.50356,77.84536,18.58149,-317.32648,86.91666666666667,-50.01420974731445,4101.6328125,10297,3.1836071014404297,,4
-159.7063,66.72223,-66.09067,-257.96536,98.23809523809524,-142.97302,81.89174,26.272423,-356.6192,98.57142857142857,-55.31757354736328,5493.45703125,12367,3.7756049633026123,,5
-152.17287,62.00843,-79.72333,-290.58868,100.76190476190476,-128.3566,67.410255,29.185371,-266.8891,88.52173913043478,-50.091102600097656,4184.037109375,14403,4.363223075866699,,6
-143.3569,49.371155,-62.614944,-237.96072,95.95238095238095,-127.06156,41.668247,-16.669159,-198.64767,96.76190476190476,-40.39661407470703,2555.5966796875,16435,4.9478089809417725,,7
-124.15176,62.587383,57.642044,-262.25336,91.4090909090909,-142.5341,55.488365,0.12439728,-241.3612,94.45454545454545,-47.62928009033203,3479.355712890625,18513,5.539993047714233,,8
-164.09776,80.57769,-72.78968,-355.1479,109.0,-152.93703,86.60876,31.059174,-306.60257,94.13636363636364,-49.335784912109375,4860.06884765625,20584,6.148545026779175,,9
-146.48314,74.78474,-4.6776733,-318.7345,107.94736842105263,-159.6599,77.822395,-69.17241,-395.51633,100.65,-46.91119384765625,4680.529296875,22597,6.761749982833862,,10
