Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-68.50096,84.17124,23.577553,-265.6977,216.0,-39.97773,104.00662,86.33031,-239.26718,425.2857142857143,0.11236907541751862,3000.373291015625,144988,80.42340111732483,,67
-87.43582,110.296524,93.32762,-220.7316,327.8888888888889,-107.82168,137.47945,173.30566,-259.87433,342.8333333333333,0.13449609279632568,3234.208984375,147045,82.47178220748901,,68
-7.9625716,65.93033,114.592285,-66.86136,419.8,-130.52611,72.23319,-1.2147341,-234.5505,234.11111111111111,0.046594541519880295,2244.4736328125,149152,83.72475409507751,,69
-141.36679,67.17446,-47.93847,-220.19559,251.22222222222223,-93.12184,82.92915,12.780138,-212.85349,211.4,-0.1256706863641739,2045.76611328125,151266,84.71251726150513,,70
-38.57901,89.45591,137.40431,-148.46013,359.5,-54.258728,145.99062,168.25267,-212.53542,529.6,0.05848529189825058,3274.185791015625,153914,86.76018905639648,,71
-139.80617,64.59616,-46.314575,-245.51166,301.7142857142857,-77.28725,121.58627,164.17554,-258.77478,293.0,0.03454909101128578,2726.195556640625,156258,88.22892713546753,,72
-157.73096,92.16975,1.6630116,-285.73703,274.375,-76.62434,109.02078,112.981575,-220.52304,347.6666666666667,0.06089765205979347,2528.08056640625,158344,89.54973816871643,,73
-161.91196,87.02511,-68.14864,-275.68243,278.75,-55.651516,99.96489,76.9978,-249.30728,480.5,0.17345505952835083,2486.814453125,161227,91.62939715385437,,74
-139.38504,89.54514,-8.082268,-246.42496,251.375,-125.95503,85.30078,-27.989384,-260.34827,297.85714285714283,-0.039043523371219635,2489.93798828125,163312,92.7651252746582,,75
16.670446,134.80415,157.44127,-161.66937,626.0,-152.11401,81.77197,-51.984215,-251.8805,290.57142857142856,0.016825353726744652,2338.8935546875,165346,94.58436608314514,,76
-107.90075,84.438095,-3.0625067,-228.71407,254.375,-66.47705,76.839226,-5.885705,-257.0652,255.0,0.1032755896449089,1637.777587890625,167386,95.59246110916138,,77
-49.51371,140.99187,144.16495,-248.53323,401.6,-113.28766,109.87451,13.386436,-272.1168,262.875,-0.06282684206962585,2527.660400390625,169489,96.96396613121033,,78
-58.742413,66.96677,18.384342,-221.72684,250.33333333333334,-56.097862,95.771194,38.180855,-251.10799,247.66666666666666,-0.028639037162065506,2275.493896484375,171718,98.10028123855591,,79
-34.129993,83.578705,79.70233,-199.6492,344.6666666666667,-56.780598,100.53625,103.76569,-177.40617,357.0,0.05624555051326752,2388.90087890625,173860,99.62805008888245,,80
-61.022877,116.38195,173.45738,-182.62021,348.0,-73.541534,101.06298,157.33871,-183.3267,315.1111111111111,0.06855977326631546,2155.796142578125,176696,101.35808801651001,,81
